Time	Position
2.95	1.90454
2.951	1.9065
2.952	1.90837
2.953	1.91015
2.954	1.91184
2.955	1.91344
2.956	1.91496
2.957	1.91638
2.958	1.91772
2.959	1.91896
2.96	1.92011
2.961	1.92117
2.962	1.92214
2.963	1.92302
2.964	1.9238
2.965	1.92449
2.966	1.92509
2.967	1.92559
2.968	1.92599
2.969	1.92631
2.97	1.92653
2.971	1.92665
2.972	1.92668
2.973	1.92662
2.974	1.92646
2.975	1.92621
2.976	1.92586
2.977	1.92542
2.978	1.92488
2.979	1.92425
2.98	1.92353
2.981	1.92271
2.982	1.9218
2.983	1.9208
2.984	1.91971
2.985	1.91852
2.986	1.91724
2.987	1.91588
2.988	1.91442
2.989	1.91287
2.99	1.91123
2.991	1.90951
2.992	1.9077
2.993	1.9058
2.994	1.90381
2.995	1.90174
2.996	1.89958
2.997	1.89734
2.998	1.89502
2.999	1.89261
3	1.89013
3.001	1.88756
3.002	1.88491
3.003	1.88218
3.004	1.87938
3.005	1.8765
3.006	1.87354
3.007	1.87051
3.008	1.8674
3.009	1.86422
3.01	1.86097
3.011	1.85764
3.012	1.85425
3.013	1.85079
3.014	1.84726
3.015	1.84366
3.016	1.83999
3.017	1.83626
3.018	1.83247
3.019	1.82861
3.02	1.82469
3.021	1.82071
3.022	1.81667
3.023	1.81257
3.024	1.80842
3.025	1.8042
3.026	1.79993
3.027	1.79561
3.028	1.79123
3.029	1.78679
3.03	1.78231
3.031	1.77777
3.032	1.77318
3.033	1.76855
3.034	1.76386
3.035	1.75913
3.036	1.75435
3.037	1.74953
3.038	1.74466
3.039	1.73975
3.04	1.73479
3.041	1.72979
3.042	1.72475
3.043	1.71967
3.044	1.71455
3.045	1.70939
3.046	1.70419
3.047	1.69896
3.048	1.69369
3.049	1.68838
3.05	1.68304
3.051	1.67766
3.052	1.67225
3.053	1.66681
3.054	1.66133
3.055	1.65583
3.056	1.65029
3.057	1.64472
3.058	1.63912
3.059	1.6335
3.06	1.62784
3.061	1.62216
3.062	1.61645
3.063	1.61071
3.064	1.60495
3.065	1.59916
3.066	1.59335
3.067	1.58751
3.068	1.58165
3.069	1.57577
3.07	1.56986
3.071	1.56393
3.072	1.55798
3.073	1.55201
3.074	1.54602
3.075	1.54
3.076	1.53397
3.077	1.52792
3.078	1.52185
3.079	1.51576
3.08	1.50965
3.081	1.50352
3.082	1.49738
3.083	1.49122
3.084	1.48504
3.085	1.47884
3.086	1.47263
3.087	1.46641
3.088	1.46017
3.089	1.45391
3.09	1.44764
3.091	1.44136
3.092	1.43506
3.093	1.42874
3.094	1.42242
3.095	1.41608
3.096	1.40973
3.097	1.40336
3.098	1.39699
3.099	1.3906
3.1	1.3842
3.101	1.37778
3.102	1.37136
3.103	1.36493
3.104	1.35848
3.105	1.35203
3.106	1.34556
3.107	1.33908
3.108	1.3326
3.109	1.3261
3.11	1.3196
3.111	1.31308
3.112	1.30656
3.113	1.30003
3.114	1.29349
3.115	1.28694
3.116	1.28038
3.117	1.27381
3.118	1.26724
3.119	1.26066
3.12	1.25407
3.121	1.24747
3.122	1.24086
3.123	1.23425
3.124	1.22763
3.125	1.22101
3.126	1.21437
3.127	1.20773
3.128	1.20109
3.129	1.19443
3.13	1.18778
3.131	1.18111
3.132	1.17444
3.133	1.16776
3.134	1.16108
3.135	1.15439
3.136	1.1477
3.137	1.141
3.138	1.13429
3.139	1.12758
3.14	1.12087
3.141	1.11414
3.142	1.10742
3.143	1.10069
3.144	1.09395
3.145	1.08721
3.146	1.08047
3.147	1.07372
3.148	1.06696
3.149	1.06021
3.15	1.05344
3.151	1.04668
3.152	1.03991
3.153	1.03313
3.154	1.02635
3.155	1.01957
3.156	1.01278
3.157	1.00599
3.158	0.999196
3.159	0.992397
3.16	0.985595
3.161	0.97879
3.162	0.971981
3.163	0.965169
3.164	0.958353
3.165	0.951534
3.166	0.944711
3.167	0.937886
3.168	0.931057
3.169	0.924225
3.17	0.91739
3.171	0.910552
3.172	0.903711
3.173	0.896867
3.174	0.89002
3.175	0.883171
3.176	0.876318
3.177	0.869463
3.178	0.862605
3.179	0.855745
3.18	0.848882
3.181	0.842016
3.182	0.835148
3.183	0.828277
3.184	0.821404
3.185	0.814528
3.186	0.80765
3.187	0.800769
3.188	0.793887
3.189	0.787001
3.19	0.780114
3.191	0.773225
3.192	0.766333
3.193	0.759439
3.194	0.752543
3.195	0.745645
3.196	0.738745
3.197	0.731842
3.198	0.724938
3.199	0.718032
3.2	0.711124
3.201	0.704213
3.202	0.697301
3.203	0.690388
3.204	0.683472
3.205	0.676554
3.206	0.669635
3.207	0.662714
3.208	0.655791
3.209	0.648866
3.21	0.64194
3.211	0.635012
3.212	0.628083
3.213	0.621151
3.214	0.614219
3.215	0.607284
3.216	0.600348
3.217	0.593411
3.218	0.586472
3.219	0.579531
3.22	0.572589
3.221	0.565646
3.222	0.558701
3.223	0.551755
3.224	0.544807
3.225	0.537858
3.226	0.530908
3.227	0.523956
3.228	0.517004
3.229	0.510049
3.23	0.503094
3.231	0.496137
3.232	0.489179
3.233	0.48222
3.234	0.47526
3.235	0.468298
3.236	0.461336
3.237	0.454372
3.238	0.447407
3.239	0.440441
3.24	0.433474
3.241	0.426506
3.242	0.419537
3.243	0.412566
3.244	0.405595
3.245	0.398623
3.246	0.39165
3.247	0.384676
3.248	0.377701
3.249	0.370725
3.25	0.363748
3.251	0.35677
3.252	0.349792
3.253	0.342812
3.254	0.335832
3.255	0.328851
3.256	0.321869
3.257	0.314887
3.258	0.307903
3.259	0.300919
3.26	0.293934
3.261	0.286949
3.262	0.279963
3.263	0.272976
3.264	0.265988
3.265	0.259
3.266	0.252011
3.267	0.245022
3.268	0.238032
3.269	0.231041
3.27	0.22405
3.271	0.217058
3.272	0.210066
3.273	0.203073
3.274	0.19608
3.275	0.189087
3.276	0.182093
3.277	0.175098
3.278	0.168103
3.279	0.161108
3.28	0.154112
3.281	0.147116
3.282	0.140119
3.283	0.133123
3.284	0.126125
3.285	0.119128
3.286	0.11213
3.287	0.105132
3.288	0.098134
3.289	0.0911356
3.29	0.0841369
3.291	0.077138
3.292	0.0701389
3.293	0.0631397
3.294	0.0561403
3.295	0.0491407
3.296	0.0421411
3.297	0.0351413
3.298	0.0281415
3.299	0.0211416
3.3	0.0141417
3.301	0.00714169
3.302	0.000141686
3.303	-0.00685831
3.304	-0.0138583
3.305	-0.0208582
3.306	-0.0278581
3.307	-0.034858
3.308	-0.0418577
3.309	-0.0488574
3.31	-0.0558569
3.311	-0.0628563
3.312	-0.0698556
3.313	-0.0768546
3.314	-0.0838535
3.315	-0.0908522
3.316	-0.0978507
3.317	-0.104849
3.318	-0.111847
3.319	-0.118845
3.32	-0.125842
3.321	-0.132839
3.322	-0.139836
3.323	-0.146833
3.324	-0.153829
3.325	-0.160824
3.326	-0.16782
3.327	-0.174815
3.328	-0.181809
3.329	-0.188804
3.33	-0.195797
3.331	-0.20279
3.332	-0.209783
3.333	-0.216775
3.334	-0.223767
3.335	-0.230758
3.336	-0.237749
3.337	-0.244739
3.338	-0.251728
3.339	-0.258717
3.34	-0.265705
3.341	-0.272693
3.342	-0.27968
3.343	-0.286666
3.344	-0.293652
3.345	-0.300636
3.346	-0.307621
3.347	-0.314604
3.348	-0.321587
3.349	-0.328569
3.35	-0.33555
3.351	-0.34253
3.352	-0.349509
3.353	-0.356488
3.354	-0.363466
3.355	-0.370442
3.356	-0.377418
3.357	-0.384394
3.358	-0.391368
3.359	-0.398341
3.36	-0.405313
3.361	-0.412284
3.362	-0.419254
3.363	-0.426224
3.364	-0.433192
3.365	-0.440159
3.366	-0.447125
3.367	-0.45409
3.368	-0.461054
3.369	-0.468016
3.37	-0.474978
3.371	-0.481938
3.372	-0.488897
3.373	-0.495855
3.374	-0.502812
3.375	-0.509768
3.376	-0.516722
3.377	-0.523675
3.378	-0.530627
3.379	-0.537577
3.38	-0.544526
3.381	-0.551474
3.382	-0.55842
3.383	-0.565365
3.384	-0.572308
3.385	-0.57925
3.386	-0.586191
3.387	-0.59313
3.388	-0.600067
3.389	-0.607003
3.39	-0.613938
3.391	-0.620871
3.392	-0.627802
3.393	-0.634732
3.394	-0.64166
3.395	-0.648586
3.396	-0.655511
3.397	-0.662434
3.398	-0.669355
3.399	-0.676274
3.4	-0.683192
3.401	-0.690108
3.402	-0.697022
3.403	-0.703934
3.404	-0.710844
3.405	-0.717752
3.406	-0.724658
3.407	-0.731563
3.408	-0.738465
3.409	-0.745365
3.41	-0.752264
3.411	-0.75916
3.412	-0.766054
3.413	-0.772946
3.414	-0.779835
3.415	-0.786723
3.416	-0.793608
3.417	-0.800491
3.418	-0.807371
3.419	-0.814249
3.42	-0.821125
3.421	-0.827999
3.422	-0.83487
3.423	-0.841738
3.424	-0.848604
3.425	-0.855467
3.426	-0.862328
3.427	-0.869186
3.428	-0.876041
3.429	-0.882893
3.43	-0.889743
3.431	-0.89659
3.432	-0.903434
3.433	-0.910275
3.434	-0.917113
3.435	-0.923948
3.436	-0.93078
3.437	-0.937609
3.438	-0.944435
3.439	-0.951258
3.44	-0.958077
3.441	-0.964893
3.442	-0.971705
3.443	-0.978514
3.444	-0.98532
3.445	-0.992122
3.446	-0.99892
3.447	-1.00572
3.448	-1.01251
3.449	-1.01929
3.45	-1.02608
3.451	-1.03286
3.452	-1.03963
3.453	-1.0464
3.454	-1.05317
3.455	-1.05993
3.456	-1.06669
3.457	-1.07344
3.458	-1.08019
3.459	-1.08694
3.46	-1.09368
3.461	-1.10042
3.462	-1.10715
3.463	-1.11387
3.464	-1.12059
3.465	-1.12731
3.466	-1.13402
3.467	-1.14073
3.468	-1.14743
3.469	-1.15412
3.47	-1.16081
3.471	-1.16749
3.472	-1.17417
3.473	-1.18084
3.474	-1.18751
3.475	-1.19416
3.476	-1.20082
3.477	-1.20746
3.478	-1.2141
3.479	-1.22074
3.48	-1.22736
3.481	-1.23398
3.482	-1.2406
3.483	-1.2472
3.484	-1.2538
3.485	-1.26039
3.486	-1.26697
3.487	-1.27355
3.488	-1.28011
3.489	-1.28667
3.49	-1.29322
3.491	-1.29976
3.492	-1.3063
3.493	-1.31282
3.494	-1.31933
3.495	-1.32584
3.496	-1.33234
3.497	-1.33882
3.498	-1.3453
3.499	-1.35176
3.5	-1.35822
3.501	-1.36467
3.502	-1.3711
3.503	-1.37752
3.504	-1.38394
3.505	-1.39034
3.506	-1.39673
3.507	-1.4031
3.508	-1.40947
3.509	-1.41582
3.51	-1.42216
3.511	-1.42849
3.512	-1.4348
3.513	-1.4411
3.514	-1.44739
3.515	-1.45366
3.516	-1.45991
3.517	-1.46616
3.518	-1.47238
3.519	-1.47859
3.52	-1.48479
3.521	-1.49097
3.522	-1.49713
3.523	-1.50327
3.524	-1.5094
3.525	-1.51551
3.526	-1.5216
3.527	-1.52767
3.528	-1.53373
3.529	-1.53976
3.53	-1.54577
3.531	-1.55177
3.532	-1.55774
3.533	-1.56369
3.534	-1.56962
3.535	-1.57553
3.536	-1.58141
3.537	-1.58728
3.538	-1.59311
3.539	-1.59893
3.54	-1.60472
3.541	-1.61048
3.542	-1.61622
3.543	-1.62193
3.544	-1.62761
3.545	-1.63327
3.546	-1.6389
3.547	-1.64449
3.548	-1.65006
3.549	-1.6556
3.55	-1.66111
3.551	-1.66659
3.552	-1.67203
3.553	-1.67744
3.554	-1.68282
3.555	-1.68817
3.556	-1.69347
3.557	-1.69875
3.558	-1.70398
3.559	-1.70918
3.56	-1.71434
3.561	-1.71946
3.562	-1.72455
3.563	-1.72959
3.564	-1.73459
3.565	-1.73955
3.566	-1.74446
3.567	-1.74933
3.568	-1.75416
3.569	-1.75894
3.57	-1.76367
3.571	-1.76836
3.572	-1.773
3.573	-1.77759
3.574	-1.78212
3.575	-1.78661
3.576	-1.79105
3.577	-1.79543
3.578	-1.79976
3.579	-1.80403
3.58	-1.80825
3.581	-1.81241
3.582	-1.81651
3.583	-1.82055
3.584	-1.82453
3.585	-1.82846
3.586	-1.83232
3.587	-1.83611
3.588	-1.83984
3.589	-1.84351
3.59	-1.84711
3.591	-1.85065
3.592	-1.85411
3.593	-1.85751
3.594	-1.86084
3.595	-1.86409
3.596	-1.86727
3.597	-1.87038
3.598	-1.87342
3.599	-1.87638
3.6	-1.87927
3.601	-1.88207
3.602	-1.8848
3.603	-1.88745
3.604	-1.89002
3.605	-1.89252
3.606	-1.89492
3.607	-1.89725
3.608	-1.89949
3.609	-1.90165
3.61	-1.90373
3.611	-1.90572
3.612	-1.90762
3.613	-1.90944
3.614	-1.91117
3.615	-1.91281
3.616	-1.91436
3.617	-1.91582
3.618	-1.91719
3.619	-1.91847
3.62	-1.91966
3.621	-1.92076
3.622	-1.92176
3.623	-1.92268
3.624	-1.9235
3.625	-1.92422
3.626	-1.92486
3.627	-1.9254
3.628	-1.92584
3.629	-1.92619
3.63	-1.92645
3.631	-1.92661
3.632	-1.92668
3.633	-1.92665
3.634	-1.92653
3.635	-1.92632
3.636	-1.92601
3.637	-1.92561
3.638	-1.92511
3.639	-1.92452
3.64	-1.92383
3.641	-1.92305
3.642	-1.92218
3.643	-1.92122
3.644	-1.92016
3.645	-1.91901
3.646	-1.91777
3.647	-1.91644
3.648	-1.91502
3.649	-1.91351
3.65	-1.91191
3.651	-1.91022
3.652	-1.90844
3.653	-1.90658
3.654	-1.90462
3.655	-1.90259
3.656	-1.90047
3.657	-1.89826
3.658	-1.89597
3.659	-1.8936
3.66	-1.89114
3.661	-1.88861
3.662	-1.88599
3.663	-1.8833
3.664	-1.88052
3.665	-1.87767
3.666	-1.87475
3.667	-1.87174
3.668	-1.86867
3.669	-1.86551
3.67	-1.86229
3.671	-1.859
3.672	-1.85563
3.673	-1.8522
3.674	-1.84869
3.675	-1.84512
3.676	-1.84148
3.677	-1.83778
3.678	-1.83401
3.679	-1.83018
3.68	-1.82628
3.681	-1.82233
3.682	-1.81831
3.683	-1.81424
3.684	-1.8101
3.685	-1.80591
3.686	-1.80166
3.687	-1.79736
3.688	-1.793
3.689	-1.78859
3.69	-1.78413
3.691	-1.77961
3.692	-1.77504
3.693	-1.77043
3.694	-1.76576
3.695	-1.76105
3.696	-1.75629
3.697	-1.75148
3.698	-1.74663
3.699	-1.74174
3.7	-1.7368
3.701	-1.73182
3.702	-1.72679
3.703	-1.72173
3.704	-1.71662
3.705	-1.71148
3.706	-1.7063
3.707	-1.70108
3.708	-1.69582
3.709	-1.69053
3.71	-1.6852
3.711	-1.67984
3.712	-1.67444
3.713	-1.66901
3.714	-1.66355
3.715	-1.65806
3.716	-1.65253
3.717	-1.64697
3.718	-1.64139
3.719	-1.63577
3.72	-1.63013
3.721	-1.62446
3.722	-1.61876
3.723	-1.61303
3.724	-1.60728
3.725	-1.6015
3.726	-1.5957
3.727	-1.58987
3.728	-1.58402
3.729	-1.57815
3.73	-1.57225
3.731	-1.56633
3.732	-1.56039
3.733	-1.55443
3.734	-1.54844
3.735	-1.54244
3.736	-1.53641
3.737	-1.53037
3.738	-1.5243
3.739	-1.51822
3.74	-1.51212
3.741	-1.506
3.742	-1.49986
3.743	-1.49371
3.744	-1.48754
3.745	-1.48135
3.746	-1.47514
3.747	-1.46892
3.748	-1.46269
3.749	-1.45644
3.75	-1.45018
3.751	-1.4439
3.752	-1.4376
3.753	-1.4313
3.754	-1.42498
3.755	-1.41864
3.756	-1.41229
3.757	-1.40594
3.758	-1.39956
3.759	-1.39318
3.76	-1.38678
3.761	-1.38038
3.762	-1.37396
3.763	-1.36753
3.764	-1.36109
3.765	-1.35464
3.766	-1.34817
3.767	-1.3417
3.768	-1.33522
3.769	-1.32873
3.77	-1.32223
3.771	-1.31572
3.772	-1.3092
3.773	-1.30267
3.774	-1.29613
3.775	-1.28958
3.776	-1.28303
3.777	-1.27647
3.778	-1.26989
3.779	-1.26332
3.78	-1.25673
3.781	-1.25013
3.782	-1.24353
3.783	-1.23692
3.784	-1.23031
3.785	-1.22368
3.786	-1.21705
3.787	-1.21042
3.788	-1.20377
3.789	-1.19712
3.79	-1.19047
3.791	-1.1838
3.792	-1.17714
3.793	-1.17046
3.794	-1.16378
3.795	-1.15709
3.796	-1.1504
3.797	-1.1437
3.798	-1.137
3.799	-1.13029
3.8	-1.12358
3.801	-1.11686
3.802	-1.11014
3.803	-1.10341
3.804	-1.09667
3.805	-1.08994
3.806	-1.08319
3.807	-1.07645
3.808	-1.06969
3.809	-1.06294
3.81	-1.05618
3.811	-1.04941
3.812	-1.04264
3.813	-1.03587
3.814	-1.02909
3.815	-1.02231
3.816	-1.01552
3.817	-1.00873
3.818	-1.00194
3.819	-0.995145
3.82	-0.988344
3.821	-0.98154
3.822	-0.974733
3.823	-0.967922
3.824	-0.961107
3.825	-0.954289
3.826	-0.947468
3.827	-0.940644
3.828	-0.933817
3.829	-0.926986
3.83	-0.920152
3.831	-0.913315
3.832	-0.906476
3.833	-0.899633
3.834	-0.892787
3.835	-0.885939
3.836	-0.879087
3.837	-0.872233
3.838	-0.865377
3.839	-0.858517
3.84	-0.851655
3.841	-0.84479
3.842	-0.837923
3.843	-0.831053
3.844	-0.824181
3.845	-0.817306
3.846	-0.810429
3.847	-0.80355
3.848	-0.796668
3.849	-0.789784
3.85	-0.782897
3.851	-0.776009
3.852	-0.769118
3.853	-0.762225
3.854	-0.755329
3.855	-0.748432
3.856	-0.741533
3.857	-0.734631
3.858	-0.727728
3.859	-0.720822
3.86	-0.713915
3.861	-0.707006
3.862	-0.700094
3.863	-0.693181
3.864	-0.686266
3.865	-0.67935
3.866	-0.672431
3.867	-0.66551
3.868	-0.658588
3.869	-0.651664
3.87	-0.644739
3.871	-0.637812
3.872	-0.630883
3.873	-0.623952
3.874	-0.61702
3.875	-0.610086
3.876	-0.603151
3.877	-0.596214
3.878	-0.589276
3.879	-0.582336
3.88	-0.575394
3.881	-0.568452
3.882	-0.561507
3.883	-0.554562
3.884	-0.547615
3.885	-0.540666
3.886	-0.533717
3.887	-0.526765
3.888	-0.519813
3.889	-0.512859
3.89	-0.505904
3.891	-0.498948
3.892	-0.491991
3.893	-0.485032
3.894	-0.478072
3.895	-0.471111
3.896	-0.464149
3.897	-0.457186
3.898	-0.450221
3.899	-0.443256
3.9	-0.436289
3.901	-0.429321
3.902	-0.422353
3.903	-0.415383
3.904	-0.408412
3.905	-0.40144
3.906	-0.394468
3.907	-0.387494
3.908	-0.380519
3.909	-0.373544
3.91	-0.366567
3.911	-0.35959
3.912	-0.352612
3.913	-0.345633
3.914	-0.338653
3.915	-0.331672
3.916	-0.32469
3.917	-0.317708
3.918	-0.310725
3.919	-0.303741
3.92	-0.296757
3.921	-0.289771
3.922	-0.282785
3.923	-0.275799
3.924	-0.268812
3.925	-0.261824
3.926	-0.254835
3.927	-0.247846
3.928	-0.240856
3.929	-0.233866
3.93	-0.226875
3.931	-0.219883
3.932	-0.212891
3.933	-0.205899
3.934	-0.198906
3.935	-0.191912
3.936	-0.184919
3.937	-0.177924
3.938	-0.170929
3.939	-0.163934
3.94	-0.156939
3.941	-0.149943
3.942	-0.142946
3.943	-0.13595
3.944	-0.128953
3.945	-0.121955
3.946	-0.114958
3.947	-0.10796
3.948	-0.100962
3.949	-0.0939633
3.95	-0.0869647
3.951	-0.0799659
3.952	-0.0729669
3.953	-0.0659677
3.954	-0.0589684
3.955	-0.0519689
3.956	-0.0449693
3.957	-0.0379696
3.958	-0.0309698
3.959	-0.0239699
3.96	-0.01697
3.961	-0.00997002
3.962	-0.00297002
3.963	0.00402998
3.964	0.01103
3.965	0.0180299
3.966	0.0250299
3.967	0.0320297
3.968	0.0390295
3.969	0.0460292
3.97	0.0530288
3.971	0.0600282
3.972	0.0670276
3.973	0.0740267
3.974	0.0810257
3.975	0.0880245
3.976	0.095023
3.977	0.102021
3.978	0.109019
3.979	0.116017
3.98	0.123015
3.981	0.130012
3.982	0.137009
3.983	0.144006
3.984	0.151002
3.985	0.157998
3.986	0.164993
3.987	0.171989
3.988	0.178983
3.989	0.185978
3.99	0.192971
3.991	0.199965
3.992	0.206958
3.993	0.21395
3.994	0.220942
3.995	0.227933
3.996	0.234924
3.997	0.241915
3.998	0.248904
3.999	0.255893
4	0.262882
4.001	0.26987
4.002	0.276857
4.003	0.283843
4.004	0.290829
4.005	0.297814
4.006	0.304799
4.007	0.311782
4.008	0.318765
4.009	0.325748
4.01	0.332729
4.011	0.33971
4.012	0.346689
4.013	0.353668
4.014	0.360646
4.015	0.367624
4.016	0.3746
4.017	0.381575
4.018	0.38855
4.019	0.395523
4.02	0.402496
4.021	0.409468
4.022	0.416438
4.023	0.423408
4.024	0.430376
4.025	0.437344
4.026	0.44431
4.027	0.451276
4.028	0.45824
4.029	0.465203
4.03	0.472165
4.031	0.479126
4.032	0.486086
4.033	0.493044
4.034	0.500002
4.035	0.506958
4.036	0.513912
4.037	0.520866
4.038	0.527818
4.039	0.534769
4.04	0.541719
4.041	0.548667
4.042	0.555614
4.043	0.562559
4.044	0.569503
4.045	0.576446
4.046	0.583387
4.047	0.590326
4.048	0.597265
4.049	0.604201
4.05	0.611136
4.051	0.61807
4.052	0.625002
4.053	0.631932
4.054	0.638861
4.055	0.645788
4.056	0.652713
4.057	0.659637
4.058	0.666558
4.059	0.673479
4.06	0.680397
4.061	0.687314
4.062	0.694228
4.063	0.701141
4.064	0.708052
4.065	0.714961
4.066	0.721868
4.067	0.728773
4.068	0.735677
4.069	0.742578
4.07	0.749477
4.071	0.756374
4.072	0.763269
4.073	0.770161
4.074	0.777052
4.075	0.78394
4.076	0.790826
4.077	0.79771
4.078	0.804591
4.079	0.811471
4.08	0.818347
4.081	0.825222
4.082	0.832094
4.083	0.838963
4.084	0.84583
4.085	0.852694
4.086	0.859556
4.087	0.866415
4.088	0.873271
4.089	0.880125
4.09	0.886976
4.091	0.893824
4.092	0.900669
4.093	0.907511
4.094	0.914351
4.095	0.921187
4.096	0.92802
4.097	0.934851
4.098	0.941678
4.099	0.948501
4.1	0.955322
4.101	0.962139
4.102	0.968953
4.103	0.975764
4.104	0.982571
4.105	0.989374
4.106	0.996174
4.107	1.00297
4.108	1.00976
4.109	1.01655
4.11	1.02334
4.111	1.03012
4.112	1.03689
4.113	1.04367
4.114	1.05044
4.115	1.0572
4.116	1.06396
4.117	1.07072
4.118	1.07747
4.119	1.08421
4.12	1.09096
4.121	1.09769
4.122	1.10443
4.123	1.11116
4.124	1.11788
4.125	1.1246
4.126	1.13131
4.127	1.13802
4.128	1.14472
4.129	1.15142
4.13	1.15811
4.131	1.16479
4.132	1.17147
4.133	1.17815
4.134	1.18481
4.135	1.19148
4.136	1.19813
4.137	1.20478
4.138	1.21142
4.139	1.21806
4.14	1.22469
4.141	1.23131
4.142	1.23792
4.143	1.24453
4.144	1.25113
4.145	1.25773
4.146	1.26431
4.147	1.27089
4.148	1.27746
4.149	1.28402
4.15	1.29058
4.151	1.29712
4.152	1.30366
4.153	1.31018
4.154	1.3167
4.155	1.32321
4.156	1.32971
4.157	1.3362
4.158	1.34268
4.159	1.34915
4.16	1.35561
4.161	1.36206
4.162	1.3685
4.163	1.37493
4.164	1.38135
4.165	1.38775
4.166	1.39415
4.167	1.40053
4.168	1.4069
4.169	1.41326
4.17	1.4196
4.171	1.42593
4.172	1.43225
4.173	1.43856
4.174	1.44485
4.175	1.45113
4.176	1.45739
4.177	1.46364
4.178	1.46987
4.179	1.47608
4.18	1.48229
4.181	1.48847
4.182	1.49464
4.183	1.50079
4.184	1.50693
4.185	1.51304
4.186	1.51914
4.187	1.52522
4.188	1.53128
4.189	1.53732
4.19	1.54335
4.191	1.54935
4.192	1.55533
4.193	1.56129
4.194	1.56723
4.195	1.57315
4.196	1.57904
4.197	1.58491
4.198	1.59076
4.199	1.59658
4.2	1.60238
4.201	1.60815
4.202	1.6139
4.203	1.61962
4.204	1.62532
4.205	1.63099
4.206	1.63663
4.207	1.64224
4.208	1.64782
4.209	1.65337
4.21	1.65889
4.211	1.66438
4.212	1.66984
4.213	1.67526
4.214	1.68065
4.215	1.68601
4.216	1.69133
4.217	1.69662
4.218	1.70187
4.219	1.70709
4.22	1.71226
4.221	1.7174
4.222	1.7225
4.223	1.72756
4.224	1.73257
4.225	1.73755
4.226	1.74248
4.227	1.74737
4.228	1.75221
4.229	1.75701
4.23	1.76177
4.231	1.76647
4.232	1.77113
4.233	1.77574
4.234	1.7803
4.235	1.78481
4.236	1.78926
4.237	1.79367
4.238	1.79802
4.239	1.80231
4.24	1.80655
4.241	1.81073
4.242	1.81486
4.243	1.81893
4.244	1.82293
4.245	1.82688
4.246	1.83076
4.247	1.83459
4.248	1.83834
4.249	1.84204
4.25	1.84567
4.251	1.84923
4.252	1.85272
4.253	1.85614
4.254	1.8595
4.255	1.86278
4.256	1.866
4.257	1.86914
4.258	1.8722
4.259	1.87519
4.26	1.87811
4.261	1.88095
4.262	1.88371
4.263	1.88639
4.264	1.889
4.265	1.89152
4.266	1.89396
4.267	1.89632
4.268	1.8986
4.269	1.90079
4.27	1.9029
4.271	1.90493
4.272	1.90686
4.273	1.90871
4.274	1.91048
4.275	1.91215
4.276	1.91374
4.277	1.91524
4.278	1.91665
4.279	1.91796
4.28	1.91919
4.281	1.92032
4.282	1.92137
4.283	1.92232
4.284	1.92318
4.285	1.92394
4.286	1.92461
4.287	1.92519
4.288	1.92567
4.289	1.92606
4.29	1.92636
4.291	1.92656
4.292	1.92666
4.293	1.92668
4.294	1.92659
4.295	1.92642
4.296	1.92615
4.297	1.92578
4.298	1.92532
4.299	1.92477
4.3	1.92412
4.301	1.92338
4.302	1.92254
4.303	1.92162
4.304	1.9206
4.305	1.91948
4.306	1.91828
4.307	1.91699
4.308	1.9156
4.309	1.91413
4.31	1.91256
4.311	1.91091
4.312	1.90917
4.313	1.90734
4.314	1.90542
4.315	1.90342
4.316	1.90133
4.317	1.89916
4.318	1.8969
4.319	1.89457
4.32	1.89214
4.321	1.88964
4.322	1.88706
4.323	1.88439
4.324	1.88165
4.325	1.87883
4.326	1.87594
4.327	1.87296
4.328	1.86992
4.329	1.8668
4.33	1.8636
4.331	1.86034
4.332	1.857
4.333	1.85359
4.334	1.85012
4.335	1.84657
4.336	1.84296
4.337	1.83928
4.338	1.83554
4.339	1.83173
4.34	1.82787
4.341	1.82393
4.342	1.81994
4.343	1.81589
4.344	1.81178
4.345	1.80761
4.346	1.80339
4.347	1.79911
4.348	1.79477
4.349	1.79038
4.35	1.78594
4.351	1.78144
4.352	1.77689
4.353	1.7723
4.354	1.76765
4.355	1.76296
4.356	1.75822
4.357	1.75343
4.358	1.7486
4.359	1.74372
4.36	1.7388
4.361	1.73383
4.362	1.72883
4.363	1.72378
4.364	1.71869
4.365	1.71356
4.366	1.7084
4.367	1.70319
4.368	1.69795
4.369	1.69267
4.37	1.68736
4.371	1.68201
4.372	1.67663
4.373	1.67121
4.374	1.66576
4.375	1.66028
4.376	1.65477
4.377	1.64922
4.378	1.64365
4.379	1.63805
4.38	1.63241
4.381	1.62675
4.382	1.62106
4.383	1.61535
4.384	1.60961
4.385	1.60384
4.386	1.59805
4.387	1.59223
4.388	1.58639
4.389	1.58052
4.39	1.57464
4.391	1.56873
4.392	1.56279
4.393	1.55684
4.394	1.55086
4.395	1.54486
4.396	1.53885
4.397	1.53281
4.398	1.52675
4.399	1.52068
4.4	1.51458
4.401	1.50847
4.402	1.50234
4.403	1.4962
4.404	1.49003
4.405	1.48385
4.406	1.47765
4.407	1.47144
4.408	1.46521
4.409	1.45897
4.41	1.45271
4.411	1.44644
4.412	1.44015
4.413	1.43385
4.414	1.42753
4.415	1.4212
4.416	1.41486
4.417	1.40851
4.418	1.40214
4.419	1.39576
4.42	1.38937
4.421	1.38297
4.422	1.37655
4.423	1.37013
4.424	1.36369
4.425	1.35724
4.426	1.35079
